,level_0,last_name,Player,index,Base Price,TYPE,COST IN â‚¹ (CR.),Cost IN $ (000),2021 Squad,Team,status,retention,base_price_unit,base_price,Player_name,first_name
504,504,Adnair,Mark Adnair,504,50 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,50,Mark_Adnair,Mark
505,505,Cartwright,Hilton Cartwright,505,50 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,50,Hilton_Cartwright,Hilton
506,506,Delany,Gareth Delany,506,50 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,50,Gareth_Delany,Gareth
507,507,Gunatilaka,Danushka Gunatilaka,507,50 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,50,Danushka_Gunatilaka,Danushka
508,508,Kitchen,Anaru Kitchen,508,50 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,50,Anaru_Kitchen,Anaru
509,509,Lakshan,Dhananjaya Lakshan,509,50 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,50,Dhananjaya_Lakshan,Dhananjaya
510,510,Magala,Sisanda Magala,510,50 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,50,Sisanda_Magala,Sisanda
511,511,Phehlukwayo,Andile Phehlukwayo,511,50 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,50,Andile_Phehlukwayo,Andile
512,512,Prasanna,Seekkuge Prasanna,512,50 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,50,Seekkuge_Prasanna,Seekkuge
513,513,Reifer,Raymon Reifer,513,50 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,50,Raymon_Reifer,Raymon
514,514,Ali,Amit Ali,514,20 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Amit_Ali,Amit
515,515,Bishnoi,Chaitanya Bishnoi,515,20 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Chaitanya_Bishnoi,Chaitanya
516,516,Dagar,Mayank Dagar,516,20 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Mayank_Dagar,Mayank
517,517,Pretorius,Migael Pretorius,517,20 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Migael_Pretorius,Migael
519,519,Singh,Pratyush Singh,519,20 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Pratyush_Singh,Pratyush
520,520,Singh,Sanvir Singh,520,20 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Sanvir_Singh,Sanvir
521,521,Soni,Dhrushant Soni,521,20 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Dhrushant_Soni,Dhrushant
522,522,Venkatesh,M Venkatesh,522,20 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,M_Venkatesh,M
523,523,Ayyappa,Bandaru Ayyappa,523,20 Lakh,BOWLER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Bandaru_Ayyappa,Bandaru
524,524,Singh_Brar,Gurnoor Singh Brar,524,20 Lakh,BOWLER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Gurnoor_Singh_Brar,Gurnoor
525,525,Choudhary,Akash Choudhary,525,20 Lakh,BOWLER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Akash_Choudhary,Akash
526,526,Jangra,Mohit Jangra,526,20 Lakh,BOWLER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Mohit_Jangra,Mohit
527,527,Khan,Aaqib Khan,527,20 Lakh,BOWLER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Aaqib_Khan,Aaqib
528,528,Trumpelmann,Ruben Trumpelmann,528,20 Lakh,BOWLER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Ruben_Trumpelmann,Ruben
529,529,Wheal,Brad Wheal,529,50 Lakh,BOWLER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,50,Brad_Wheal,Brad
531,531,Dar,Auqib Dar,531,20 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Auqib_Dar,Auqib
532,532,Gandhi,Chirag Gandhi,532,20 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Chirag_Gandhi,Chirag
533,533,Green,Chris Green,533,40 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,40,Chris_Green,Chris
534,534,Joseph,Sijomon Joseph,534,20 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Sijomon_Joseph,Sijomon
535,535,Joshi,Anirudha Joshi,535,20 Lakh,ALL-ROUNDER,0.0,0.0,DC,Unsold,Unsold,From Auction,Lakh,20,Anirudha_Joshi,Anirudha
536,536,Sharma,Shubham Sharma,536,20 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Shubham_Sharma,Shubham
538,538,Guleria,Arpit Guleria,538,20 Lakh,BOWLER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Arpit_Guleria,Arpit
539,539,Krishna,Vipul Krishna,539,20 Lakh,BOWLER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Vipul_Krishna,Vipul
540,540,Patel,Safvan Patel,540,20 Lakh,BOWLER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Safvan_Patel,Safvan
541,541,Readdi,Chinntla Readdi,541,20 Lakh,BOWLER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Chinntla_Readdi,Chinntla
542,542,Reddy,Manish Reddy,542,20 Lakh,BOWLER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Manish_Reddy,Manish
543,543,Sharma,Ravi Sharma,543,20 Lakh,BOWLER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Ravi_Sharma,Ravi
545,545,Bosch,Corbin Bosch,545,20 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Corbin_Bosch,Corbin
546,546,McAndrew,Nathan McAndrew,546,20 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Nathan_McAndrew,Nathan
547,547,Pathania,Diwesh Pathania,547,20 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Diwesh_Pathania,Diwesh
548,548,Ranjane,Shubham Ranjane,548,20 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Shubham_Ranjane,Shubham
549,549,Rogers,Tom Rogers,549,20 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Tom_Rogers,Tom
550,550,Smit,Johannes Smit,550,20 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Johannes_Smit,Johannes
551,551,Trivedi,Sagar Trivedi,551,20 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Sagar_Trivedi,Sagar
552,552,Tyagi,Harsh Tyagi,552,20 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Harsh_Tyagi,Harsh
553,553,Vivek,R. Vivek,553,20 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,R._Vivek,R.
554,554,Yadav,R.Sonu Yadav,554,20 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,R.Sonu_Yadav,R.Sonu
555,555,Athisayaraj,V. Athisayaraj,555,20 Lakh,BOWLER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,V._Athisayaraj,V.
556,556,Baartman,Ottneil Baartman,556,20 Lakh,BOWLER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Ottneil_Baartman,Ottneil
557,557,Darshan,M.B. Darshan,557,20 Lakh,BOWLER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,M.B._Darshan,M.B.
558,558,Gowtham,V. Gowtham,558,20 Lakh,BOWLER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,V._Gowtham,V.
559,559,Gumede,Khwezi Gumede,559,20 Lakh,BOWLER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Khwezi_Gumede,Khwezi
560,560,Guthrie,Liam Guthrie,560,20 Lakh,BOWLER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Liam_Guthrie,Liam
561,561,Hatcher,Liam Hatcher,561,20 Lakh,BOWLER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Liam_Hatcher,Liam
562,562,Bista,Jay Bista,562,20 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Jay_Bista,Jay
563,563,Chuahan,Saurav Chuahan,563,20 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Saurav_Chuahan,Saurav
564,564,Dhillon,Tajinder Dhillon,564,20 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Tajinder_Dhillon,Tajinder
565,565,Negi,Dikshanshu Negi,565,20 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Dikshanshu_Negi,Dikshanshu
566,566,Raut,Abhishek Raut,566,20 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Abhishek_Raut,Abhishek
567,567,Sasikanth,K.V. Sasikanth,567,20 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,K.V._Sasikanth,K.V.
568,568,Sharma,Bharat Sharma,568,20 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Bharat_Sharma,Bharat
570,570,Yadav,Amit Yadav,570,20 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Amit_Yadav,Amit
571,571,Bhandage,Manoj Bhandage,571,20 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Manoj_Bhandage,Manoj
572,572,Chaprana,Arun Chaprana,572,20 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Arun_Chaprana,Arun
573,573,Dev_Goud,Ajay Dev Goud,573,20 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Ajay_Dev_Goud,Ajay
574,574,Hinganekar,Divyang Hinganekar,574,20 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Divyang_Hinganekar,Divyang
575,575,Kazi,Azim Kazi,575,20 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Azim_Kazi,Azim
576,576,Nayak,Sujit Nayak,576,20 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Sujit_Nayak,Sujit
577,577,Sahani,Parth Sahani,577,20 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Parth_Sahani,Parth
578,578,Sharma,Ashutosh Sharma,578,20 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Ashutosh_Sharma,Ashutosh
579,579,Sharma,Vivrant Sharma,579,20 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Vivrant_Sharma,Vivrant
580,580,Kartikeya_Singh,Kumar Kartikeya Singh,580,20 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Kumar_Kartikeya_Singh,Kumar
581,581,Chauhan,Ravi Chauhan,581,20 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Ravi_Chauhan,Ravi
582,582,Ghafari,Shafiqullah Ghafari,582,20 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Shafiqullah_Ghafari,Shafiqullah
583,583,Mohammed,M. Mohammed,583,20 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,M._Mohammed,M.
584,584,Narang,Pulkit Narang,584,20 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Pulkit_Narang,Pulkit
585,585,Paul,Pradosh Paul,585,20 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Pradosh_Paul,Pradosh
586,586,Singh_Rathore,Pushpendra Singh Rathore,586,20 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Pushpendra_Singh_Rathore,Pushpendra
587,587,Sangha,Jason Sangha,587,20 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Jason_Sangha,Jason
588,588,Tyagi,Purnank Tyagi,588,20 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Purnank_Tyagi,Purnank
589,589,Vyas,Samarth Vyas,589,20 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Samarth_Vyas,Samarth
590,590,Jansen,Duan Jansen,590,20 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Duan_Jansen,Duan
591,591,Lakra,Dev Lakra,591,20 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Dev_Lakra,Dev
592,592,Mandal,Ajay Mandal,592,20 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Ajay_Mandal,Ajay
593,593,Raja,Lakhan Raja,593,20 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Lakhan_Raja,Lakhan
594,594,Reddy,Girinath Reddy,594,20 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Girinath_Reddy,Girinath
595,595,Sharma,Siddhant Sharma,595,20 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Siddhant_Sharma,Siddhant
596,596,Short,Matthew Short,596,20 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Matthew_Short,Matthew
597,597,Thakar,Saurin Thakar,597,20 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Saurin_Thakar,Saurin
598,598,Young,Nyeem Young,598,20 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Nyeem_Young,Nyeem
599,599,Chaudhary,Yuvraj Chaudhary,599,20 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Yuvraj_Chaudhary,Yuvraj
600,600,Dafedar,Khizar Dafedar,600,20 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Khizar_Dafedar,Khizar
601,601,Dhiwan,Sahil Dhiwan,601,20 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Sahil_Dhiwan,Sahil
602,602,Gupta,Arjit Gupta,602,20 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Arjit_Gupta,Arjit
603,603,Jaiswal,Mickil Jaiswal,603,20 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Mickil_Jaiswal,Mickil
604,604,John,Ryan John,604,20 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Ryan_John,Ryan
605,605,Kousik,J. Kousik,605,20 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,J._Kousik,J.
606,606,Pal,Jitender Pal,606,20 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Jitender_Pal,Jitender
607,607,Sidhu,Jonty Sidhu,607,20 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Jonty_Sidhu,Jonty
608,608,Singh,Yashovardhan Singh,608,20 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Yashovardhan_Singh,Yashovardhan
609,609,Swanepoel,Beyers Swanepoel,609,20 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Beyers_Swanepoel,Beyers
610,610,Vijayran,Pranshu Vijayran,610,20 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Pranshu_Vijayran,Pranshu
611,611,Afridi,Ishan Afridi,611,20 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Ishan_Afridi,Ishan
612,612,Afridi,Mohammed Afridi,612,20 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Mohammed_Afridi,Mohammed
613,613,Agrawal,Prerit Agrawal,613,20 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Prerit_Agrawal,Prerit
614,614,Cahill,Aidan Cahill,614,20 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Aidan_Cahill,Aidan
615,615,Deyal,Mark Deyal,615,20 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Mark_Deyal,Mark
616,616,Rajagopal,Nidhish Rajagopal,616,20 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Nidhish_Rajagopal,Nidhish
617,617,Sandeep,Bavanaka Sandeep,617,20 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Bavanaka_Sandeep,Bavanaka
618,618,Sharif,Safyaan Sharif,618,20 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Safyaan_Sharif,Safyaan
619,619,Shipley,Henry Shipley,619,20 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Henry_Shipley,Henry
620,620,Swaminathan,Maxwell Swaminathan,620,20 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Maxwell_Swaminathan,Maxwell
621,621,Van_Dyk,Johan Van Dyk,621,20 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Johan_Van_Dyk,Johan
622,622,Wellalage,Dunith Wellalage,622,20 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Dunith_Wellalage,Dunith
623,623,Ayachi,Agnivesh Ayachi,623,20 Lakh,ALL-ROUNDER,0.0,0.0,PBKS,Unsold,Unsold,From Auction,Lakh,20,Agnivesh_Ayachi,Agnivesh
624,624,Rana,Rohan Rana,624,20 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Rohan_Rana,Rohan
625,625,Reddy,Nitish Reddy,625,20 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Nitish_Reddy,Nitish
626,626,Tamore,Hardik Tamore,626,20 Lakh,WICKETKEEPER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Hardik_Tamore,Hardik
627,627,Hirwani,Mihir Hirwani,627,20 Lakh,BOWLER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Mihir_Hirwani,Mihir
628,628,Patil,Sairaj Patil,628,20 Lakh,BATTER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Sairaj_Patil,Sairaj
629,629,Singh,Monu Singh,629,20 Lakh,BOWLER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Monu_Singh,Monu
630,630,Radhakrishnan,Nivethan Radhakrishnan,630,20 Lakh,BOWLER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Nivethan_Radhakrishnan,Nivethan
631,631,Morris,Lance Morris,631,20 Lakh,BOWLER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Lance_Morris,Lance
632,632,Hardie,Aaron Hardie,632,20 Lakh,ALL-ROUNDER,0.0,0.0,Not Participated,Unsold,Unsold,From Auction,Lakh,20,Aaron_Hardie,Aaron
